infinitiv	tip	sigurnost	predlozeni_oblik
grnuti	-nuti	visoka	grnu
grnuti	-nuti	visoka	grnuo
grnuti	-nuti	visoka	grnula
grnuti	-nuti	visoka	grnulo
grnuti	-nuti	visoka	grnuli
grnuti	-nuti	visoka	grnule
grnuti	-nuti	visoka	grni
grnuti	-nuti	visoka	grnite
groktati	-ati	visoka	groktam
groktati	-ati	visoka	groktaš
groktati	-ati	visoka	grokta
groktati	-ati	visoka	groktamo
groktati	-ati	visoka	groktate
groktati	-ati	visoka	groktaju
groktati	-ati	visoka	groktaj
groktati	-ati	visoka	groktajte
groktati	-ati	visoka	groktao
groktati	-ati	visoka	groktala
groktati	-ati	visoka	groktalo
groktati	-ati	visoka	groktali
groktati	-ati	visoka	groktale
gromoviti	-iti	visoka	gromovim
gromoviti	-iti	visoka	gromoviš
gromoviti	-iti	visoka	gromovimo
gromoviti	-iti	visoka	gromovio
gromoviti	-iti	visoka	gromovila
gromoviti	-iti	visoka	gromovilo
gromoviti	-iti	visoka	gromovili
gromoviti	-iti	visoka	gromovile
grtati	-ati	visoka	grtam
grtati	-ati	visoka	grtaš
grtati	-ati	visoka	grta
grtati	-ati	visoka	grtamo
grtati	-ati	visoka	grtate
grtati	-ati	visoka	grtaju
grtati	-ati	visoka	grtaj
grtati	-ati	visoka	grtajte
grtati	-ati	visoka	grtao
grtati	-ati	visoka	grtalo
grtati	-ati	visoka	grtali
grtati	-ati	visoka	grtale
grubeti	-eti	proveri	grubiš
grubeti	-eti	proveri	grubimo
grubeti	-eti	proveri	grubite
grubeti	-eti	proveri	grubeo
grubeti	-eti	proveri	grubelo
grubeti	-eti	proveri	grubeli
grubeti	-eti	proveri	grubele
grudvati	-ati	visoka	grudvam
grudvati	-ati	visoka	grudvaš
grudvati	-ati	visoka	grudvamo
grudvati	-ati	visoka	grudvate
grudvati	-ati	visoka	grudvaju
grudvati	-ati	visoka	grudvaj
grudvati	-ati	visoka	grudvajte
grudvati	-ati	visoka	grudvala
grudvati	-ati	visoka	grudvalo
grudvati	-ati	visoka	grudvale
gruhati	-ati (palatalizacija?)	proveri	gruham
gruhati	-ati (palatalizacija?)	proveri	gruhaš
gruhati	-ati (palatalizacija?)	proveri	gruha
gruhati	-ati (palatalizacija?)	proveri	gruhamo
gruhati	-ati (palatalizacija?)	proveri	gruhate
gruhati	-ati (palatalizacija?)	proveri	gruhaju
gruhati	-ati (palatalizacija?)	proveri	gruhaj
gruhati	-ati (palatalizacija?)	proveri	gruhajte
gruhati	-ati (palatalizacija?)	proveri	grušem
gruhati	-ati (palatalizacija?)	proveri	grušeš
gruhati	-ati (palatalizacija?)	proveri	gruše
gruhati	-ati (palatalizacija?)	proveri	grušemo
gruhati	-ati (palatalizacija?)	proveri	grušete
gruhati	-ati (palatalizacija?)	proveri	grušu
gruhati	-ati (palatalizacija?)	proveri	gruši
gruhati	-ati (palatalizacija?)	proveri	grušite
gruhati	-ati (palatalizacija?)	proveri	gruhao
gruhati	-ati (palatalizacija?)	proveri	gruhala
gruhati	-ati (palatalizacija?)	proveri	gruhalo
gruhati	-ati (palatalizacija?)	proveri	gruhali
gruhati	-ati (palatalizacija?)	proveri	gruhale
gruhnuti	-nuti	visoka	gruhnem
gruhnuti	-nuti	visoka	gruhneš
gruhnuti	-nuti	visoka	gruhne
gruhnuti	-nuti	visoka	gruhnemo
gruhnuti	-nuti	visoka	gruhnete
gruhnuti	-nuti	visoka	gruhnu
gruhnuti	-nuti	visoka	gruhnuo
gruhnuti	-nuti	visoka	gruhnula
gruhnuti	-nuti	visoka	gruhnulo
gruhnuti	-nuti	visoka	gruhnuli
gruhnuti	-nuti	visoka	gruhnule
gruhnuti	-nuti	visoka	gruhni
gruhnuti	-nuti	visoka	gruhnite
gruvati	-ati	visoka	gruvam
gruvati	-ati	visoka	gruvaš
gruvati	-ati	visoka	gruvamo
gruvati	-ati	visoka	gruvate
gruvati	-ati	visoka	gruvajte
gruvati	-ati	visoka	gruvao
gruvati	-ati	visoka	gruvala
gruvati	-ati	visoka	gruvalo
gruvati	-ati	visoka	gruvale
grušati	-ati	visoka	grušam
grušati	-ati	visoka	grušaš
grušati	-ati	visoka	grušamo
grušati	-ati	visoka	grušate
grušati	-ati	visoka	grušaju
grušati	-ati	visoka	grušaj
grušati	-ati	visoka	grušajte
grušati	-ati	visoka	grušao
grušati	-ati	visoka	grušala
grušati	-ati	visoka	grušalo
grušati	-ati	visoka	grušali
grušati	-ati	visoka	grušale
grčeviti	-iti	visoka	grčevim
grčeviti	-iti	visoka	grčeviš
grčeviti	-iti	visoka	grčevimo
grčeviti	-iti	visoka	grčevio
grčeviti	-iti	visoka	grčevila
grčeviti	-iti	visoka	grčevilo
grčeviti	-iti	visoka	grčevili
grčeviti	-iti	visoka	grčevile
guckati	-ati (palatalizacija?)	proveri	guckam
guckati	-ati (palatalizacija?)	proveri	guckaš
guckati	-ati (palatalizacija?)	proveri	gucka
guckati	-ati (palatalizacija?)	proveri	guckamo
guckati	-ati (palatalizacija?)	proveri	guckate
guckati	-ati (palatalizacija?)	proveri	guckaju
guckati	-ati (palatalizacija?)	proveri	guckaj
guckati	-ati (palatalizacija?)	proveri	guckajte
guckati	-ati (palatalizacija?)	proveri	gucčem
guckati	-ati (palatalizacija?)	proveri	gucčeš
guckati	-ati (palatalizacija?)	proveri	gucče
guckati	-ati (palatalizacija?)	proveri	gucčemo
guckati	-ati (palatalizacija?)	proveri	gucčete
guckati	-ati (palatalizacija?)	proveri	gucču
guckati	-ati (palatalizacija?)	proveri	gucči
guckati	-ati (palatalizacija?)	proveri	gucčite
guckati	-ati (palatalizacija?)	proveri	guckao
guckati	-ati (palatalizacija?)	proveri	guckala
guckati	-ati (palatalizacija?)	proveri	guckalo
guckati	-ati (palatalizacija?)	proveri	guckali
guckati	-ati (palatalizacija?)	proveri	guckale
gucnuti	-nuti	visoka	gucneš
gucnuti	-nuti	visoka	gucnemo
gucnuti	-nuti	visoka	gucnete
gucnuti	-nuti	visoka	gucnu
gucnuti	-nuti	visoka	gucnula
gucnuti	-nuti	visoka	gucnulo
gucnuti	-nuti	visoka	gucnuli
gucnuti	-nuti	visoka	gucnule
gucnuti	-nuti	visoka	gucnite
gugutati	-ati	visoka	gugutam
gugutati	-ati	visoka	gugutaš
gugutati	-ati	visoka	guguta
gugutati	-ati	visoka	gugutamo
gugutati	-ati	visoka	gugutate
gugutati	-ati	visoka	gugutaju
gugutati	-ati	visoka	gugutaj
gugutati	-ati	visoka	gugutajte
gugutati	-ati	visoka	gugutala
gugutati	-ati	visoka	gugutalo
gugutati	-ati	visoka	gugutali
gugutati	-ati	visoka	gugutale
gukati	-ati (palatalizacija?)	proveri	gukam
gukati	-ati (palatalizacija?)	proveri	gukaš
gukati	-ati (palatalizacija?)	proveri	gukamo
gukati	-ati (palatalizacija?)	proveri	gukate
gukati	-ati (palatalizacija?)	proveri	gukaju
gukati	-ati (palatalizacija?)	proveri	gukaj
gukati	-ati (palatalizacija?)	proveri	gukajte
gukati	-ati (palatalizacija?)	proveri	gučem
gukati	-ati (palatalizacija?)	proveri	gučeš
gukati	-ati (palatalizacija?)	proveri	gučemo
gukati	-ati (palatalizacija?)	proveri	gučete
gukati	-ati (palatalizacija?)	proveri	gučite
gukati	-ati (palatalizacija?)	proveri	gukao
gukati	-ati (palatalizacija?)	proveri	gukala
gukati	-ati (palatalizacija?)	proveri	gukalo
gukati	-ati (palatalizacija?)	proveri	gukali
gukati	-ati (palatalizacija?)	proveri	gukale
gumati	-ati	visoka	gumam
gumati	-ati	visoka	gumaš
gumati	-ati	visoka	gumamo
gumati	-ati	visoka	gumate
gumati	-ati	visoka	gumaju
gumati	-ati	visoka	gumaj
gumati	-ati	visoka	gumajte
gumati	-ati	visoka	gumao
gumati	-ati	visoka	gumala
gumati	-ati	visoka	gumalo
gumati	-ati	visoka	gumali
gumati	-ati	visoka	gumale
gundoriti	-iti	visoka	gundorim
gundoriti	-iti	visoka	gundoriš
gundoriti	-iti	visoka	gundori
gundoriti	-iti	visoka	gundorimo
gundoriti	-iti	visoka	gundorite
gundoriti	-iti	visoka	gundore
gundoriti	-iti	visoka	gundorio
gundoriti	-iti	visoka	gundorila
gundoriti	-iti	visoka	gundorilo
gundoriti	-iti	visoka	gundorili
gundoriti	-iti	visoka	gundorile
gurbeti	-eti	proveri	gurbim
gurbeti	-eti	proveri	gurbiš
gurbeti	-eti	proveri	gurbi
gurbeti	-eti	proveri	gurbimo
gurbeti	-eti	proveri	gurbite
gurbeti	-eti	proveri	gurbe
gurbeti	-eti	proveri	gurbeo
gurbeti	-eti	proveri	gurbela
gurbeti	-eti	proveri	gurbelo
gurbeti	-eti	proveri	gurbeli
gurbeti	-eti	proveri	gurbele
guriti	-iti	visoka	gurim
guriti	-iti	visoka	guriš
guriti	-iti	visoka	guri
guriti	-iti	visoka	gurimo
guriti	-iti	visoka	gurite
guriti	-iti	visoka	gure
guriti	-iti	visoka	gurila
guriti	-iti	visoka	gurilo
guriti	-iti	visoka	gurili
guriti	-iti	visoka	gurile
gurkati	-ati (palatalizacija?)	proveri	gurkam
gurkati	-ati (palatalizacija?)	proveri	gurkaš
gurkati	-ati (palatalizacija?)	proveri	gurkamo
gurkati	-ati (palatalizacija?)	proveri	gurkate
gurkati	-ati (palatalizacija?)	proveri	gurkaj
gurkati	-ati (palatalizacija?)	proveri	gurkajte
gurkati	-ati (palatalizacija?)	proveri	gurčem
gurkati	-ati (palatalizacija?)	proveri	gurčeš
gurkati	-ati (palatalizacija?)	proveri	gurče
gurkati	-ati (palatalizacija?)	proveri	gurčemo
gurkati	-ati (palatalizacija?)	proveri	gurčete
gurkati	-ati (palatalizacija?)	proveri	gurču
gurkati	-ati (palatalizacija?)	proveri	gurči
gurkati	-ati (palatalizacija?)	proveri	gurčite
gurkati	-ati (palatalizacija?)	proveri	gurkala
gurkati	-ati (palatalizacija?)	proveri	gurkalo
gurkati	-ati (palatalizacija?)	proveri	gurkali
gurkati	-ati (palatalizacija?)	proveri	gurkale
gusariti	-iti	visoka	gusarim
gusariti	-iti	visoka	gusariš
gusariti	-iti	visoka	gusarimo
gusariti	-iti	visoka	gusarite
gusariti	-iti	visoka	gusario
gusariti	-iti	visoka	gusarila
gusariti	-iti	visoka	gusarilo
gusariti	-iti	visoka	gusarile
guslati	-ati	visoka	guslam
guslati	-ati	visoka	guslaš
guslati	-ati	visoka	guslamo
guslati	-ati	visoka	guslate
guslati	-ati	visoka	guslaj
guslati	-ati	visoka	guslajte
guslati	-ati	visoka	guslao
guslati	-ati	visoka	guslala
guslati	-ati	visoka	guslalo
guslati	-ati	visoka	guslali
guslati	-ati	visoka	guslale
gusnuti	-nuti	visoka	gusnem
gusnuti	-nuti	visoka	gusneš
gusnuti	-nuti	visoka	gusnemo
gusnuti	-nuti	visoka	gusnete
gusnuti	-nuti	visoka	gusnu
gusnuti	-nuti	visoka	gusnuo
gusnuti	-nuti	visoka	gusnula
gusnuti	-nuti	visoka	gusnulo
gusnuti	-nuti	visoka	gusnuli
gusnuti	-nuti	visoka	gusnule
gusnuti	-nuti	visoka	gusni
gusnuti	-nuti	visoka	gusnite
gutnuti	-nuti	visoka	gutnem
gutnuti	-nuti	visoka	gutneš
gutnuti	-nuti	visoka	gutne
gutnuti	-nuti	visoka	gutnemo
gutnuti	-nuti	visoka	gutnete
gutnuti	-nuti	visoka	gutnu
gutnuti	-nuti	visoka	gutnuo
gutnuti	-nuti	visoka	gutnula
gutnuti	-nuti	visoka	gutnulo
gutnuti	-nuti	visoka	gutnuli
gutnuti	-nuti	visoka	gutnule
gutnuti	-nuti	visoka	gutni
gutnuti	-nuti	visoka	gutnite
guzati	-ati (palatalizacija?)	proveri	guzam
guzati	-ati (palatalizacija?)	proveri	guzaš
guzati	-ati (palatalizacija?)	proveri	guzamo
guzati	-ati (palatalizacija?)	proveri	guzaju
guzati	-ati (palatalizacija?)	proveri	guzaj
guzati	-ati (palatalizacija?)	proveri	guzajte
guzati	-ati (palatalizacija?)	proveri	gužem
guzati	-ati (palatalizacija?)	proveri	gužeš
guzati	-ati (palatalizacija?)	proveri	guže
guzati	-ati (palatalizacija?)	proveri	gužemo
guzati	-ati (palatalizacija?)	proveri	gužete
guzati	-ati (palatalizacija?)	proveri	gužu
guzati	-ati (palatalizacija?)	proveri	guži
guzati	-ati (palatalizacija?)	proveri	gužite
guzati	-ati (palatalizacija?)	proveri	guzao
guzati	-ati (palatalizacija?)	proveri	guzala
guzati	-ati (palatalizacija?)	proveri	guzalo
guzati	-ati (palatalizacija?)	proveri	guzali
guzati	-ati (palatalizacija?)	proveri	guzale
gušati	-ati	visoka	gušam
gušati	-ati	visoka	gušaš
gušati	-ati	visoka	gušamo
gušati	-ati	visoka	gušate
gušati	-ati	visoka	gušaj
gušati	-ati	visoka	gušajte
gušati	-ati	visoka	gušao
gušati	-ati	visoka	gušala
gušati	-ati	visoka	gušalo
gušati	-ati	visoka	gušali
gušati	-ati	visoka	gušale
gužvati	-ati	visoka	gužvam
gužvati	-ati	visoka	gužvamo
gužvati	-ati	visoka	gužvate
gužvati	-ati	visoka	gužvaj
gužvati	-ati	visoka	gužvajte
gužvati	-ati	visoka	gužvala
gužvati	-ati	visoka	gužvalo
gužvati	-ati	visoka	gužvali
gužvati	-ati	visoka	gužvale
gviriti	-iti	visoka	gvirim
gviriti	-iti	visoka	gviriš
gviriti	-iti	visoka	gvirimo
gviriti	-iti	visoka	gvirite
gviriti	-iti	visoka	gvire
gviriti	-iti	visoka	gvirio
gviriti	-iti	visoka	gvirila
gviriti	-iti	visoka	gvirilo
gviriti	-iti	visoka	gvirili
gviriti	-iti	visoka	gvirile
gvožđeviti	-iti	visoka	gvožđevim
gvožđeviti	-iti	visoka	gvožđeviš
gvožđeviti	-iti	visoka	gvožđevi
gvožđeviti	-iti	visoka	gvožđevimo
gvožđeviti	-iti	visoka	gvožđevite
gvožđeviti	-iti	visoka	gvožđeve
gvožđeviti	-iti	visoka	gvožđevio
gvožđeviti	-iti	visoka	gvožđevila
gvožđeviti	-iti	visoka	gvožđevilo
gvožđeviti	-iti	visoka	gvožđevili
gvožđeviti	-iti	visoka	gvožđevile
habati	-ati	visoka	habam
habati	-ati	visoka	habaš
habati	-ati	visoka	haba
habati	-ati	visoka	habamo
habati	-ati	visoka	habate
habati	-ati	visoka	habaju
habati	-ati	visoka	habaj
habati	-ati	visoka	habajte
habati	-ati	visoka	habao
habati	-ati	visoka	habala
habati	-ati	visoka	habalo
habati	-ati	visoka	habali
habati	-ati	visoka	habale
hajati	-ati	visoka	hajam
hajati	-ati	visoka	hajaš
hajati	-ati	visoka	haja
hajati	-ati	visoka	hajamo
hajati	-ati	visoka	hajate
hajati	-ati	visoka	hajaju
hajati	-ati	visoka	hajaj
hajati	-ati	visoka	hajajte
hajati	-ati	visoka	hajala
hajati	-ati	visoka	hajalo
hajati	-ati	visoka	hajale
hajdukovati	-ovati	visoka	hajdukujem
hajdukovati	-ovati	visoka	hajdukujemo
hajdukovati	-ovati	visoka	hajdukujete
hajdukovati	-ovati	visoka	hajdukovala
hajdukovati	-ovati	visoka	hajdukovalo
hajdukovati	-ovati	visoka	hajdukovali
hajdukovati	-ovati	visoka	hajdukovale
hajdukovati	-ovati	visoka	hajdukuj
hajdukovati	-ovati	visoka	hajdukujte
haknuti	-nuti	visoka	hakneš
haknuti	-nuti	visoka	hakne
haknuti	-nuti	visoka	haknemo
haknuti	-nuti	visoka	haknete
haknuti	-nuti	visoka	haknu
haknuti	-nuti	visoka	haknuo
haknuti	-nuti	visoka	haknula
haknuti	-nuti	visoka	haknulo
haknuti	-nuti	visoka	haknuli
haknuti	-nuti	visoka	haknule
haknuti	-nuti	visoka	hakni
haknuti	-nuti	visoka	haknite
halaliti	-iti	visoka	halalim
halaliti	-iti	visoka	halališ
halaliti	-iti	visoka	halalimo
halaliti	-iti	visoka	halalite
halaliti	-iti	visoka	halale
halaliti	-iti	visoka	halalio
halaliti	-iti	visoka	halalila
halaliti	-iti	visoka	halalilo
halaliti	-iti	visoka	halalili
halaliti	-iti	visoka	halalile
haliti	-iti	visoka	hališ
haliti	-iti	visoka	hali
haliti	-iti	visoka	halimo
haliti	-iti	visoka	halite
haliti	-iti	visoka	halio
haliti	-iti	visoka	halilo
haliti	-iti	visoka	halili
harangirati	-irati	visoka	harangiram
harangirati	-irati	visoka	harangiramo
harangirati	-irati	visoka	harangirate
harangirati	-irati	visoka	harangiraju
harangirati	-irati	visoka	harangirao
harangirati	-irati	visoka	harangirala
harangirati	-irati	visoka	harangiralo
harangirati	-irati	visoka	harangirali
harangirati	-irati	visoka	harangirale
harangirati	-irati	visoka	harangiraj
harangirati	-irati	visoka	harangirajte
harčiti	-iti	visoka	harčim
harčiti	-iti	visoka	harčiš
harčiti	-iti	visoka	harčite
harčiti	-iti	visoka	harče
harčiti	-iti	visoka	harčio
harčiti	-iti	visoka	harčila
harčiti	-iti	visoka	harčilo
harčiti	-iti	visoka	harčili
harčiti	-iti	visoka	harčile
heklati	-ati	visoka	heklaš
heklati	-ati	visoka	heklamo
heklati	-ati	visoka	heklate
heklati	-ati	visoka	heklaju
heklati	-ati	visoka	heklaj
heklati	-ati	visoka	heklajte
heklati	-ati	visoka	heklao
heklati	-ati	visoka	heklala
heklati	-ati	visoka	heklalo
heklati	-ati	visoka	heklali
heklati	-ati	visoka	heklale
heklovati	-ovati	visoka	heklujem
heklovati	-ovati	visoka	hekluješ
heklovati	-ovati	visoka	heklujemo
heklovati	-ovati	visoka	heklujete
heklovati	-ovati	visoka	hekluju
heklovati	-ovati	visoka	heklovao
heklovati	-ovati	visoka	heklovala
heklovati	-ovati	visoka	heklovalo
heklovati	-ovati	visoka	heklovali
heklovati	-ovati	visoka	heklovale
heklovati	-ovati	visoka	hekluj
heklovati	-ovati	visoka	heklujte
hermafroditi	-iti	visoka	hermafrodim
hermafroditi	-iti	visoka	hermafrodiš
hermafroditi	-iti	visoka	hermafrodi
hermafroditi	-iti	visoka	hermafrodimo
hermafroditi	-iti	visoka	hermafrodite
hermafroditi	-iti	visoka	hermafrode
hermafroditi	-iti	visoka	hermafrodio
hermafroditi	-iti	visoka	hermafrodila
hermafroditi	-iti	visoka	hermafrodilo
hermafroditi	-iti	visoka	hermafrodili
hermafroditi	-iti	visoka	hermafrodile
hidrati	-ati	visoka	hidram
hidrati	-ati	visoka	hidraš
hidrati	-ati	visoka	hidramo
hidrati	-ati	visoka	hidraju
hidrati	-ati	visoka	hidraj
hidrati	-ati	visoka	hidrajte
hidrati	-ati	visoka	hidrao
hidrati	-ati	visoka	hidrala
hidrati	-ati	visoka	hidralo
hidrati	-ati	visoka	hidrali
hidrati	-ati	visoka	hidrale
hiljaditi	-iti	visoka	hiljadim
hiljaditi	-iti	visoka	hiljadiš
hiljaditi	-iti	visoka	hiljadimo
hiljaditi	-iti	visoka	hiljadio
hiljaditi	-iti	visoka	hiljadila
hiljaditi	-iti	visoka	hiljadilo
hiljaditi	-iti	visoka	hiljadili
hiljaditi	-iti	visoka	hiljadile
hiniti	-iti	visoka	hinim
hiniti	-iti	visoka	hiniš
hiniti	-iti	visoka	hini
hiniti	-iti	visoka	hinimo
hiniti	-iti	visoka	hinite
hiniti	-iti	visoka	hine
hiniti	-iti	visoka	hinio
hiniti	-iti	visoka	hinila
hiniti	-iti	visoka	hinilo
hiniti	-iti	visoka	hinili
hiniti	-iti	visoka	hinile
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisam
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisaš
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisa
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisamo
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisate
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisaju
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisaj
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisajte
hipnotisati	-ati (palatalizacija?)	proveri	hipnotišemo
hipnotisati	-ati (palatalizacija?)	proveri	hipnotišete
hipnotisati	-ati (palatalizacija?)	proveri	hipnotiši
hipnotisati	-ati (palatalizacija?)	proveri	hipnotišite
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisalo
hipnotisati	-ati (palatalizacija?)	proveri	hipnotisale
hiroviti	-iti	visoka	hirovim
hiroviti	-iti	visoka	hiroviš
hiroviti	-iti	visoka	hirovimo
hiroviti	-iti	visoka	hirovio
hiroviti	-iti	visoka	hirovila
hiroviti	-iti	visoka	hirovilo
hiroviti	-iti	visoka	hirovili
hiroviti	-iti	visoka	hirovile
hladovati	-ovati	visoka	hladujem
hladovati	-ovati	visoka	hladuješ
hladovati	-ovati	visoka	hladuje
hladovati	-ovati	visoka	hladujemo
hladovati	-ovati	visoka	hladujete
hladovati	-ovati	visoka	hladuju
hladovati	-ovati	visoka	hladovao
hladovati	-ovati	visoka	hladovala
hladovati	-ovati	visoka	hladovalo
hladovati	-ovati	visoka	hladovali
hladovati	-ovati	visoka	hladovale
hladovati	-ovati	visoka	hladuj
hladoviti	-iti	visoka	hladovim
hladoviti	-iti	visoka	hladoviš
hladoviti	-iti	visoka	hladovi
hladoviti	-iti	visoka	hladovimo
hladoviti	-iti	visoka	hladove
hladoviti	-iti	visoka	hladovio
hladoviti	-iti	visoka	hladovila
hladoviti	-iti	visoka	hladovilo
hladoviti	-iti	visoka	hladovili
hladoviti	-iti	visoka	hladovile
hlapeti	-eti	proveri	hlapim
hlapeti	-eti	proveri	hlapiš
hlapeti	-eti	proveri	hlapi
hlapeti	-eti	proveri	hlapimo
hlapeti	-eti	proveri	hlapite
hlapeti	-eti	proveri	hlape
hlapeti	-eti	proveri	hlapeo
hlapeti	-eti	proveri	hlapela
hlapeti	-eti	proveri	hlapelo
hlapeti	-eti	proveri	hlapeli
hlapeti	-eti	proveri	hlapele
hlapiti	-iti	visoka	hlapim
hlapiti	-iti	visoka	hlapiš
hlapiti	-iti	visoka	hlapi
hlapiti	-iti	visoka	hlapimo
hlapiti	-iti	visoka	hlapite
hlapiti	-iti	visoka	hlape
hlapiti	-iti	visoka	hlapio
hlapiti	-iti	visoka	hlapila
hlapiti	-iti	visoka	hlapilo
hlapiti	-iti	visoka	hlapili
hlapiti	-iti	visoka	hlapile
hlaptati	-ati	visoka	hlaptam
hlaptati	-ati	visoka	hlaptaš
hlaptati	-ati	visoka	hlapta
hlaptati	-ati	visoka	hlaptamo
hlaptati	-ati	visoka	hlaptate
hlaptati	-ati	visoka	hlaptaju
hlaptati	-ati	visoka	hlaptaj
hlaptati	-ati	visoka	hlaptajte
hlaptati	-ati	visoka	hlaptao
hlaptati	-ati	visoka	hlaptala
hlaptati	-ati	visoka	hlaptalo
hlaptati	-ati	visoka	hlaptali
hlaptati	-ati	visoka	hlaptale
hobiti	-iti	visoka	hobim
hobiti	-iti	visoka	hobiš
hobiti	-iti	visoka	hobimo
hobiti	-iti	visoka	hobe
hobiti	-iti	visoka	hobio
hobiti	-iti	visoka	hobila
hobiti	-iti	visoka	hobilo
hobiti	-iti	visoka	hobili
hobiti	-iti	visoka	hobile
honorirati	-irati	visoka	honoriram
honorirati	-irati	visoka	honoriraš
honorirati	-irati	visoka	honorira
honorirati	-irati	visoka	honoriramo
honorirati	-irati	visoka	honorirate
honorirati	-irati	visoka	honoriraju
honorirati	-irati	visoka	honorirao
honorirati	-irati	visoka	honorirala
honorirati	-irati	visoka	honoriralo
honorirati	-irati	visoka	honorirali
honorirati	-irati	visoka	honorirale
honorirati	-irati	visoka	honoriraj
honorirati	-irati	visoka	honorirajte
honorisati	-ati (palatalizacija?)	proveri	honorisam
honorisati	-ati (palatalizacija?)	proveri	honorisaš
honorisati	-ati (palatalizacija?)	proveri	honorisa
honorisati	-ati (palatalizacija?)	proveri	honorisamo
honorisati	-ati (palatalizacija?)	proveri	honorisate
honorisati	-ati (palatalizacija?)	proveri	honorisaju
honorisati	-ati (palatalizacija?)	proveri	honorisaj
honorisati	-ati (palatalizacija?)	proveri	honorisajte
honorisati	-ati (palatalizacija?)	proveri	honorišem
honorisati	-ati (palatalizacija?)	proveri	honorišeš
honorisati	-ati (palatalizacija?)	proveri	honoriše
honorisati	-ati (palatalizacija?)	proveri	honorišemo
honorisati	-ati (palatalizacija?)	proveri	honorišete
honorisati	-ati (palatalizacija?)	proveri	honoriši
honorisati	-ati (palatalizacija?)	proveri	honorišite
honorisati	-ati (palatalizacija?)	proveri	honorisao
honorisati	-ati (palatalizacija?)	proveri	honorisala
honorisati	-ati (palatalizacija?)	proveri	honorisalo
honorisati	-ati (palatalizacija?)	proveri	honorisali
honorisati	-ati (palatalizacija?)	proveri	honorisale
hraknuti	-nuti	visoka	hraknem
hraknuti	-nuti	visoka	hrakneš
hraknuti	-nuti	visoka	hrakne
hraknuti	-nuti	visoka	hraknemo
hraknuti	-nuti	visoka	hraknete
hraknuti	-nuti	visoka	hraknu
hraknuti	-nuti	visoka	hraknuo
hraknuti	-nuti	visoka	hraknula
hraknuti	-nuti	visoka	hraknulo
hraknuti	-nuti	visoka	hraknuli
hraknuti	-nuti	visoka	hraknule
hraknuti	-nuti	visoka	hrakni
hraknuti	-nuti	visoka	hraknite
hramati	-ati	visoka	hramam
hramati	-ati	visoka	hramaš
hramati	-ati	visoka	hramamo
hramati	-ati	visoka	hramate
hramati	-ati	visoka	hramaju
hramati	-ati	visoka	hramaj
hramati	-ati	visoka	hramajte
hramati	-ati	visoka	hramalo
hramati	-ati	visoka	hramali
hripati	-ati	visoka	hripam
hripati	-ati	visoka	hripaš
hripati	-ati	visoka	hripa
hripati	-ati	visoka	hripamo
hripati	-ati	visoka	hripate
hripati	-ati	visoka	hripaju
hripati	-ati	visoka	hripaj
hripati	-ati	visoka	hripajte
hripati	-ati	visoka	hripao
hripati	-ati	visoka	hripala
hripati	-ati	visoka	hripalo
hripati	-ati	visoka	hripali
hripati	-ati	visoka	hripale
hrkati	-ati (palatalizacija?)	proveri	hrkam
hrkati	-ati (palatalizacija?)	proveri	hrkaš
hrkati	-ati (palatalizacija?)	proveri	hrka
hrkati	-ati (palatalizacija?)	proveri	hrkamo
hrkati	-ati (palatalizacija?)	proveri	hrkate
hrkati	-ati (palatalizacija?)	proveri	hrkaju
hrkati	-ati (palatalizacija?)	proveri	hrkaj
hrkati	-ati (palatalizacija?)	proveri	hrkajte
hrkati	-ati (palatalizacija?)	proveri	hrčemo
hrkati	-ati (palatalizacija?)	proveri	hrči
hrkati	-ati (palatalizacija?)	proveri	hrčite
hrkati	-ati (palatalizacija?)	proveri	hrkalo
hrkati	-ati (palatalizacija?)	proveri	hrkali
hrkati	-ati (palatalizacija?)	proveri	hrkale
hromirati	-irati	visoka	hromiram
hromirati	-irati	visoka	hromiraš
hromirati	-irati	visoka	hromira
hromirati	-irati	visoka	hromiramo
hromirati	-irati	visoka	hromirate
hromirati	-irati	visoka	hromiraju
hromirati	-irati	visoka	hromirao
hromirati	-irati	visoka	hromirala
hromirati	-irati	visoka	hromiralo
hromirati	-irati	visoka	hromirali
hromirati	-irati	visoka	hromirale
hromirati	-irati	visoka	hromiraj
hromirati	-irati	visoka	hromirajte
hroptati	-ati	visoka	hroptam
hroptati	-ati	visoka	hroptaš
hroptati	-ati	visoka	hropta
hroptati	-ati	visoka	hroptamo
hroptati	-ati	visoka	hroptate
hroptati	-ati	visoka	hroptaju
hroptati	-ati	visoka	hroptaj
hroptati	-ati	visoka	hroptajte
hroptati	-ati	visoka	hroptao
hroptati	-ati	visoka	hroptala
hroptati	-ati	visoka	hroptalo
hroptati	-ati	visoka	hroptali
hroptati	-ati	visoka	hroptale
hrvati	-ati	visoka	hrvam
hrvati	-ati	visoka	hrvaš
